knapPI_11_200_1000_4
n 200
c 4560
z 5180
time 0.00
1,1440,1251,0
2,60,69,0
3,320,278,0
4,60,69,0
5,360,414,0
6,1120,973,0
7,600,690,0
8,60,69,0
9,1280,1112,0
10,600,690,0
11,800,695,0
12,420,483,0
13,60,69,0
14,60,69,0
15,480,417,0
16,160,139,0
17,180,207,0
18,540,621,0
19,240,276,0
20,60,69,0
21,800,695,0
22,300,345,0
23,600,690,0
24,1280,1112,0
25,640,556,0
26,360,414,0
27,300,345,0
28,1440,1251,0
29,640,556,0
30,800,695,0
31,640,556,0
32,420,483,0
33,600,690,0
34,640,556,0
35,960,834,0
36,420,483,0
37,640,556,0
38,540,621,0
39,960,834,0
40,120,138,0
41,160,139,0
42,1440,1251,0
43,640,556,0
44,480,552,0
45,600,690,0
46,1440,1251,0
47,240,276,0
48,600,690,0
49,1600,1390,0
50,600,690,0
51,320,278,0
52,600,690,0
53,360,414,0
54,120,138,0
55,420,483,0
56,1440,1251,0
57,180,207,0
58,420,483,0
59,1600,1390,0
60,360,414,0
61,420,483,0
62,300,345,0
63,320,278,0
64,480,552,0
65,480,552,0
66,320,278,0
67,300,345,0
68,420,483,0
69,360,414,0
70,360,414,0
71,320,278,0
72,1280,1112,0
73,480,417,0
74,120,138,0
75,800,695,0
76,1600,1390,0
77,320,278,0
78,480,552,0
79,600,690,0
80,320,278,0
81,480,417,0
82,240,276,0
83,480,552,0
84,420,483,0
85,800,695,0
86,1120,973,0
87,960,834,1
88,1120,973,0
89,60,69,0
90,960,834,0
91,300,345,0
92,540,621,0
93,1120,973,1
94,480,552,0
95,480,417,1
96,1440,1251,1
97,960,834,1
98,960,834,0
99,640,556,0
100,1280,1112,0
101,180,207,0
102,1440,1251,0
103,420,483,0
104,1280,1112,0
105,800,695,0
106,1600,1390,0
107,420,483,0
108,160,139,1
109,240,276,0
110,960,834,0
111,420,483,0
112,1600,1390,0
113,240,276,0
114,480,552,0
115,800,695,0
116,240,276,0
117,1600,1390,0
118,540,621,0
119,1600,1390,0
120,600,690,0
121,120,138,0
122,1280,1112,0
123,420,483,0
124,480,552,0
125,160,139,0
126,800,695,0
127,180,207,0
128,60,69,1
129,420,483,0
130,160,139,0
131,800,695,0
132,120,138,0
133,160,139,0
134,240,276,0
135,1120,973,0
136,1600,1390,0
137,360,414,0
138,120,138,0
139,360,414,0
140,1440,1251,0
141,320,278,0
142,180,207,0
143,240,276,0
144,480,417,0
145,300,345,0
146,180,207,0
147,960,834,0
148,480,417,0
149,480,552,0
150,120,138,0
151,1120,973,0
152,640,556,0
153,300,345,0
154,120,138,0
155,1440,1251,0
156,480,417,0
157,1600,1390,0
158,600,690,0
159,640,556,0
160,320,278,0
161,1440,1251,0
162,420,483,0
163,420,483,0
164,1120,973,0
165,480,552,0
166,480,552,0
167,160,139,0
168,480,417,0
169,640,556,0
170,300,345,0
171,1440,1251,0
172,960,834,0
173,320,278,0
174,600,690,0
175,480,417,0
176,1120,973,0
177,420,483,0
178,640,556,0
179,240,276,0
180,320,278,0
181,800,695,0
182,480,552,0
183,1600,1390,0
184,1440,1251,0
185,240,276,0
186,120,138,0
187,320,278,0
188,640,556,0
189,320,278,0
190,360,414,0
191,960,834,0
192,240,276,0
193,480,552,0
194,420,483,0
195,640,556,0
196,960,834,0
197,360,414,0
198,160,139,0
199,480,552,0
200,320,278,0
-----
