knapPI_1_100_10000_1
n 100
c 9984
z 81021
time 0.00
1,5094,485,1
2,4506,6326,0
3,4416,9248,0
4,992,5421,0
5,6649,322,1
6,9237,5795,0
7,6457,8043,0
8,7815,2845,0
9,9446,4955,0
10,3422,9252,0
11,8791,1009,1
12,9359,5901,0
13,5667,1122,1
14,1598,1094,0
15,2007,8738,0
16,544,8574,0
17,5334,5715,0
18,2766,8882,0
19,3994,1367,0
20,9893,9984,0
21,2633,3299,0
22,7131,9433,0
23,5428,5682,0
24,6700,72,1
25,617,7874,0
26,5874,138,1
27,7720,3856,0
28,4419,7145,0
29,9794,7995,0
30,8196,1529,1
31,5997,6199,0
32,3116,3277,0
33,5908,97,1
34,5539,9719,0
35,5707,5242,0
36,8569,6107,0
37,5537,1122,1
38,931,1070,0
39,5726,6098,0
40,5487,3600,0
41,9772,6645,0
42,7513,7267,0
43,2081,1972,0
44,9943,9895,0
45,8058,3213,0
46,4303,9748,0
47,3764,9487,0
48,6536,1923,0
49,724,7029,0
50,3789,5674,0
51,7479,8540,0
52,2142,5554,0
53,8339,2467,0
54,8641,7046,0
55,3196,9710,0
56,1494,553,0
57,4066,3191,0
58,824,8724,0
59,9208,5730,0
60,9711,6988,0
61,8800,2090,0
62,3314,9340,0
63,6289,7549,0
64,9401,4196,0
65,1466,865,0
66,2689,9678,0
67,6833,5570,0
68,5225,4936,0
69,6244,3722,0
70,3849,3651,0
71,8113,6123,0
72,3379,1431,0
73,7361,8508,0
74,2065,7585,0
75,7486,1853,0
76,2686,9642,0
77,7286,7992,0
78,1889,6725,0
79,8024,1286,1
80,9491,1812,1
81,6891,8859,0
82,5090,663,1
83,5181,1088,0
84,1214,4179,0
85,1017,4187,0
86,3472,6619,0
87,4418,7261,0
88,5419,6846,0
89,7356,9192,0
90,6682,7261,0
91,9306,5514,0
92,2201,2886,0
93,8385,3530,0
94,1952,4849,0
95,1500,3294,0
96,1194,1799,0
97,9737,2391,0
98,4324,4330,0
99,2992,2298,0
100,2224,2790,0
-----
