knapPI_1_200_10000_27
n 200
c 246397
z 582797
time 0.00
1,8443,6910,0
2,6855,7399,0
3,8293,3817,1
4,6845,7502,0
5,7950,7035,0
6,3666,3700,0
7,1422,3284,0
8,6340,6798,0
9,2139,1668,0
10,1947,5589,0
11,6412,378,1
12,5868,5470,0
13,3896,8427,0
14,6075,9031,0
15,1116,1179,0
16,1453,6351,0
17,3067,4252,0
18,1243,259,1
19,7679,4464,1
20,1842,3617,0
21,4862,3644,1
22,5976,9050,0
23,1961,5035,0
24,729,1977,0
25,1294,4859,0
26,1263,7291,0
27,8189,2393,1
28,2176,6842,0
29,4679,9524,0
30,3505,8602,0
31,5058,6064,0
32,2585,9582,0
33,6617,2154,1
34,4448,728,1
35,1744,5027,0
36,70,5596,0
37,8502,5387,1
38,1840,1855,0
39,1299,6187,0
40,9900,3521,1
41,4641,4430,0
42,4614,5636,0
43,3910,6045,0
44,852,5464,0
45,1007,6470,0
46,1724,7269,0
47,4761,8728,0
48,4597,6308,0
49,7081,2030,1
50,5578,1179,1
51,1020,245,1
52,8779,3299,1
53,7544,8796,0
54,3582,5559,0
55,4977,5767,0
56,6707,42,1
57,6647,4464,1
58,9445,4677,1
59,5805,6443,0
60,8268,941,1
61,1909,8339,0
62,7967,8861,0
63,8598,3574,1
64,4790,3669,1
65,5743,3594,1
66,1582,8239,0
67,214,8715,0
68,8342,5129,1
69,3817,2627,1
70,4502,1716,1
71,9302,8388,0
72,8032,4520,1
73,3878,2629,1
74,7902,1618,1
75,4435,2390,1
76,5963,2123,1
77,1563,6769,0
78,6366,7382,0
79,5693,1471,1
80,576,8997,0
81,3648,7620,0
82,4367,2696,1
83,5202,5881,0
84,5195,6372,0
85,2046,7652,0
86,9453,6780,1
87,7879,2790,1
88,9192,3615,1
89,2257,5889,0
90,1303,3102,0
91,1647,1059,1
92,9830,5367,1
93,6438,5395,0
94,9005,4226,1
95,7825,5031,1
96,5959,6744,0
97,5806,3520,1
98,9953,3915,1
99,901,7795,0
100,4477,1943,1
101,9017,2212,1
102,6294,1747,1
103,7047,6545,0
104,3358,2195,1
105,6508,4536,1
106,244,2461,0
107,2467,4470,0
108,3553,6101,0
109,7483,557,1
110,3489,3768,0
111,5750,4609,0
112,8671,6002,1
113,6862,2768,1
114,6888,3548,1
115,2787,7468,0
116,8786,3109,1
117,5072,9814,0
118,1382,1772,0
119,2315,5224,0
120,920,2887,0
121,7242,2158,1
122,5015,5155,0
123,7107,290,1
124,8128,1753,1
125,9068,3204,1
126,9789,6297,1
127,2017,3330,0
128,1547,9366,0
129,1540,5273,0
130,6697,6462,0
131,5647,4696,0
132,9452,9444,0
133,4197,8973,0
134,3359,539,1
135,8294,6911,0
136,4808,3425,1
137,1297,6760,0
138,1542,837,1
139,5572,7020,0
140,7526,4471,1
141,1103,3818,0
142,3733,971,1
143,9958,5534,1
144,2800,9690,0
145,9253,5232,1
146,3591,1909,1
147,4094,2125,1
148,1104,4870,0
149,3613,9695,0
150,3431,133,1
151,1389,5516,0
152,1987,1843,0
153,660,4856,0
154,3972,2535,1
155,3177,920,1
156,1385,5075,0
157,8838,4085,1
158,9646,2594,1
159,7288,600,1
160,5122,4656,0
161,6451,4520,1
162,806,8261,0
163,1251,8429,0
164,9698,8816,0
165,8317,176,1
166,7842,4589,1
167,7060,3201,1
168,1981,3122,0
169,3575,2388,1
170,5622,7996,0
171,7863,969,1
172,8299,1392,1
173,5847,9687,0
174,6107,3808,1
175,4252,1141,1
176,7205,877,1
177,4772,3685,0
178,1611,4340,0
179,4739,1389,1
180,2069,646,1
181,7000,5810,1
182,3058,3543,0
183,1470,6211,0
184,1434,1795,0
185,2478,6719,0
186,6446,1800,1
187,8418,1797,1
188,3441,3364,0
189,100,7142,0
190,8976,4780,1
191,709,1033,0
192,1388,533,1
193,3274,5067,0
194,9641,7955,0
195,9761,7136,1
196,3422,5548,0
197,6577,5594,0
198,6813,3336,1
199,5951,9685,0
200,1245,4232,0
-----
