knapPI_1_500_100000_100
n 500
c 24178475
z 25753836
time 0.00
1,13283,44889,1
2,9636,27301,1
3,51253,74139,1
4,79009,37476,1
5,69015,59141,1
6,55726,62627,1
7,91903,3862,1
8,39545,96197,1
9,77124,55438,1
10,48072,36451,1
11,52956,54845,1
12,21008,48708,1
13,96896,38821,1
14,29191,13877,1
15,48972,29390,1
16,74193,41254,1
17,46883,90086,1
18,73239,19521,1
19,84272,31954,1
20,31831,30791,1
21,96423,15190,1
22,94740,75849,1
23,73641,57277,1
24,72493,90048,1
25,20294,68806,1
26,5932,8777,1
27,76605,7339,1
28,51445,72129,1
29,30687,45039,1
30,81406,67960,1
31,45554,49667,1
32,51645,6293,1
33,87569,55317,1
34,47132,47910,1
35,93201,63221,1
36,55786,83106,1
37,74078,12901,1
38,21932,56798,1
39,17252,66141,1
40,16241,2344,1
41,39209,21048,1
42,91683,44867,1
43,1271,5823,1
44,8600,61183,1
45,35032,26352,1
46,63624,4692,1
47,46714,22507,1
48,33754,67803,1
49,18162,99288,1
50,94167,35017,1
51,80156,60120,1
52,10912,79689,1
53,40800,53670,1
54,92314,24949,1
55,77841,37290,1
56,97223,31985,1
57,65616,2394,1
58,28113,79652,1
59,19629,813,1
60,37760,56115,1
61,16141,13790,1
62,67371,40988,1
63,91143,37145,1
64,67531,83852,1
65,47912,60357,1
66,4586,12701,1
67,91862,57326,1
68,2619,26576,1
69,98994,94349,1
70,13315,46467,1
71,61846,54487,1
72,65460,91759,1
73,72030,75295,1
74,34971,55328,1
75,45828,1513,1
76,58927,58642,1
77,63107,14988,1
78,95210,32516,1
79,42365,21570,1
80,49653,10460,1
81,69912,42927,1
82,45851,96503,1
83,12995,48652,1
84,55583,98091,1
85,68982,98799,1
86,97930,24763,1
87,58839,50617,1
88,10716,24949,1
89,64409,26491,1
90,87076,6700,1
91,63967,7782,1
92,52363,98446,1
93,7743,96462,1
94,56266,76449,1
95,641,60505,0
96,39292,7582,1
97,40838,43274,1
98,50029,57354,1
99,66886,80805,1
100,62738,14061,1
101,93586,22494,1
102,72659,25425,1
103,83448,66979,1
104,42051,47161,1
105,80644,58338,1
106,62672,82075,1
107,61763,42968,1
108,75670,14748,1
109,98659,15128,1
110,71086,43398,1
111,73879,71412,1
112,5251,39336,1
113,35543,52842,1
114,89381,85290,1
115,23267,31502,1
116,36726,1132,1
117,11496,6608,1
118,65698,90554,1
119,12603,90570,1
120,87052,31278,1
121,24131,85129,1
122,3716,56002,1
123,69843,7413,1
124,3316,9232,1
125,54677,13854,1
126,25786,13064,1
127,51266,453,1
128,47343,57453,1
129,74925,72036,1
130,9638,81324,1
131,33504,1179,1
132,91184,51066,1
133,64541,17720,1
134,78844,40297,1
135,63719,65890,1
136,5405,15751,1
137,84922,3266,1
138,19235,63092,1
139,90004,47279,1
140,81355,34173,1
141,97879,88276,1
142,17298,71770,1
143,5095,89056,1
144,21253,60736,1
145,28653,83242,1
146,2420,39427,1
147,89214,21759,1
148,57188,14092,1
149,6454,82538,1
150,6948,92723,1
151,88318,99198,1
152,40376,76154,1
153,45005,13603,1
154,80497,72741,1
155,7082,33371,1
156,8349,35577,1
157,4367,79279,1
158,82490,46416,1
159,9769,80571,1
160,1158,55990,0
161,91164,97874,1
162,29683,11396,1
163,71907,26191,1
164,58454,69111,1
165,12822,51898,1
166,44862,41963,1
167,19172,70004,1
168,33697,85465,1
169,7647,21407,1
170,28434,84938,1
171,26264,98668,1
172,44079,95031,1
173,78047,4034,1
174,49207,4095,1
175,5356,44680,1
176,31385,93060,1
177,16156,51951,1
178,60263,41698,1
179,48019,71519,1
180,76426,81773,1
181,74304,41532,1
182,21807,85510,1
183,69374,36885,1
184,27422,3033,1
185,41686,52010,1
186,40171,50614,1
187,26722,38679,1
188,44453,81290,1
189,45901,49185,1
190,24012,35290,1
191,47510,9211,1
192,83105,86876,1
193,22483,55573,1
194,56565,17905,1
195,241,55426,0
196,6819,23075,1
197,92922,20357,1
198,23225,58839,1
199,50320,99608,1
200,80113,3214,1
201,84469,11384,1
202,36735,62142,1
203,42573,56048,1
204,11619,29512,1
205,43579,82464,1
206,83614,17206,1
207,49096,78889,1
208,96289,79027,1
209,95011,21752,1
210,53216,94886,1
211,38850,17133,1
212,2278,92173,1
213,94310,40936,1
214,74658,6610,1
215,90685,88271,1
216,2720,16332,1
217,74208,96989,1
218,20946,37557,1
219,89085,62314,1
220,15564,32099,1
221,36943,61043,1
222,86640,66342,1
223,26441,6758,1
224,81438,35389,1
225,71346,71149,1
226,24237,32693,1
227,18505,35540,1
228,12151,81470,1
229,43050,84760,1
230,45806,73772,1
231,94441,43342,1
232,77964,92967,1
233,61115,86254,1
234,5545,38447,1
235,85397,80538,1
236,102,91793,0
237,84876,25614,1
238,72742,83774,1
239,53627,58214,1
240,86428,68814,1
241,90818,97926,1
242,40286,71728,1
243,31275,77130,1
244,53657,45932,1
245,72073,66059,1
246,51199,49592,1
247,77849,55435,1
248,11996,78675,1
249,78762,40733,1
250,55143,65217,1
251,75321,66708,1
252,93043,17188,1
253,38037,40262,1
254,31108,38739,1
255,54114,22044,1
256,41374,30586,1
257,45689,56793,1
258,45241,92685,1
259,74316,4644,1
260,33010,67498,1
261,51622,68660,1
262,85531,37258,1
263,16561,95960,1
264,55091,13924,1
265,94226,6144,1
266,98288,6143,1
267,22639,33899,1
268,17112,15089,1
269,78896,69006,1
270,74542,66936,1
271,85955,17853,1
272,3210,8692,1
273,43673,35065,1
274,26626,46464,1
275,42831,73878,1
276,96036,5483,1
277,72295,21256,1
278,73830,19799,1
279,4404,40234,1
280,72852,28109,1
281,3989,79018,1
282,57128,10971,1
283,24600,29812,1
284,74232,8940,1
285,81344,79897,1
286,48361,85122,1
287,27841,50492,1
288,7202,62162,1
289,60104,23898,1
290,3483,83324,1
291,97688,38419,1
292,46996,72901,1
293,80207,42201,1
294,72642,4403,1
295,20391,32404,1
296,15396,22308,1
297,23096,49103,1
298,30836,83723,1
299,65338,64227,1
300,75832,54089,1
301,95241,87677,1
302,95800,87716,1
303,60641,91695,1
304,89259,47750,1
305,46697,43728,1
306,59050,2965,1
307,92908,7920,1
308,29606,53482,1
309,79074,22717,1
310,18773,81296,1
311,74701,61067,1
312,59047,33531,1
313,3711,77571,1
314,60151,52867,1
315,38425,59019,1
316,83005,93595,1
317,97710,73038,1
318,5408,30770,1
319,66119,43303,1
320,64232,13510,1
321,80895,36175,1
322,21682,38432,1
323,92270,1729,1
324,41661,8143,1
325,53604,10438,1
326,30914,73604,1
327,97483,21987,1
328,25888,85832,1
329,46926,50971,1
330,98517,93398,1
331,58392,29857,1
332,43625,81944,1
333,56789,73150,1
334,36963,92289,1
335,4790,29595,1
336,56767,52004,1
337,41008,71788,1
338,27064,42704,1
339,96739,52281,1
340,31999,54857,1
341,5080,33258,1
342,22349,89187,1
343,39332,95279,1
344,41237,4669,1
345,29514,87337,1
346,95154,8056,1
347,74108,57753,1
348,70144,45523,1
349,59937,83394,1
350,74663,23684,1
351,60018,51069,1
352,39090,4053,1
353,36383,99097,1
354,28670,43705,1
355,11951,22093,1
356,92686,90794,1
357,59204,72572,1
358,35739,12512,1
359,79997,9700,1
360,90984,38255,1
361,3797,67107,1
362,53907,45982,1
363,91240,75942,1
364,97992,27359,1
365,20310,30351,1
366,77072,26640,1
367,95840,52866,1
368,88646,87533,1
369,47024,69260,1
370,2090,112,1
371,42869,3217,1
372,88271,85991,1
373,6251,95057,1
374,72623,78383,1
375,34297,3157,1
376,78494,22034,1
377,81652,34428,1
378,36731,11323,1
379,41857,79325,1
380,86531,88754,1
381,33432,54104,1
382,37984,2872,1
383,30084,89245,1
384,18079,96832,1
385,34599,71192,1
386,85023,27464,1
387,42970,81240,1
388,78373,53875,1
389,27953,50203,1
390,75821,40421,1
391,64381,21272,1
392,32315,19322,1
393,89740,72328,1
394,57423,94819,1
395,32299,177,1
396,49686,76926,1
397,60683,63697,1
398,60413,98481,1
399,70273,64323,1
400,59649,7234,1
401,15719,60529,1
