knapPI_1_100_100000_6
n 100
c 308137
z 1451287
time 0.00
1,46652,34486,0
2,48773,20586,1
3,45790,26280,1
4,13682,45337,0
5,69488,8354,1
6,84111,96936,0
7,49928,29539,0
8,39242,8954,1
9,5245,37675,0
10,29225,74696,0
11,87813,97354,0
12,47393,65017,0
13,27353,79938,0
14,88264,40058,1
15,51477,77851,0
16,23234,23355,0
17,18364,39139,0
18,29848,96454,0
19,85753,79519,0
20,35752,91004,0
21,54112,49139,0
22,67605,25134,1
23,36050,31498,0
24,73374,5013,1
25,23647,74883,0
26,27373,110,1
27,20710,30872,0
28,92070,28246,1
29,4792,37068,0
30,12575,30685,0
31,9979,22192,0
32,68814,1834,1
33,39786,65810,0
34,23229,59211,0
35,78714,73698,0
36,27355,63415,0
37,21559,70050,0
38,30861,52131,0
39,63789,62762,0
40,92386,20893,1
41,67106,87029,0
42,31748,3144,1
43,66560,10764,1
44,62217,4532,1
45,65585,33101,0
46,18313,57593,0
47,81155,53432,0
48,47915,20880,1
49,12363,14773,0
50,20568,85646,0
51,8965,31077,0
52,99921,9694,1
53,9049,80227,0
54,41083,3194,1
55,92026,66359,0
56,99320,94374,0
57,45545,85431,0
58,95314,94313,0
59,41526,80794,0
60,39537,50024,0
61,57542,35387,0
62,61516,99425,0
63,83376,94758,0
64,69180,66081,0
65,99425,92290,0
66,76363,4546,1
67,22623,93691,0
68,80300,40421,0
69,3787,68714,0
70,4292,45800,0
71,31839,74116,0
72,7205,3460,0
73,45111,81852,0
74,36156,68677,0
75,36941,20694,0
76,15904,10567,0
77,95868,99753,0
78,42827,83561,0
79,44358,1743,1
80,26374,98257,0
81,67249,82540,0
82,57788,89308,0
83,41100,56345,0
84,15472,79040,0
85,44463,10732,1
86,32939,92768,0
87,96544,26022,1
88,71565,52170,0
89,20850,71384,0
90,13829,91185,0
91,47656,45427,0
92,62556,37251,0
93,8536,65355,0
94,39499,7110,1
95,64010,13030,1
96,78509,75795,0
97,30207,69671,0
98,64782,96943,0
99,90735,93074,0
100,23427,4482,1
-----
